,title,artist,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,unknown,total_number_of_words,emotional_impact_words,neutral_words,norm_positive,norm_negative,norm_anger,norm_anticipation,norm_disgust,norm_fear,norm_joy,norm_sadness,norm_surprise,norm_trust,norm_unknown,norm_total_number_of_words,norm_emotional_impact_words,norm_neutral_words,year
b3892,come over,aaliyah,17,17,1,3,0,11,4,13,1,2,148,207,34,25,8.212560386,8.212560386,0.483091787,1.449275362,0,5.314009662,1.93236715,6.280193237,0.483091787,0.966183575,71.49758454,100,16.42512077,12.07729469,2003
b3893,sick of being lonely,field mob,9,37,14,8,21,19,5,27,1,7,183,293,46,64,3.071672355,12.62798635,4.778156997,2.730375427,7.167235495,6.484641638,1.706484642,9.215017065,0.341296928,2.389078498,62.45733788,100,15.6996587,21.84300341,2003
b3894,step in the name of love,r kelly,67,11,7,19,5,9,64,9,1,18,154,348,78,116,19.25287356,3.16091954,2.011494253,5.459770115,1.436781609,2.586206897,18.3908046,2.586206897,0.287356322,5.172413793,44.25287356,100,22.4137931,33.33333333,2003
b3895,i want you,thal'ia featuring fat joe,37,12,7,9,6,7,29,9,9,14,139,235,49,47,15.74468085,5.106382979,2.978723404,3.829787234,2.553191489,2.978723404,12.34042553,3.829787234,3.829787234,5.957446809,59.14893617,100,20.85106383,20,2003
b3896,like a stone,audioslave,12,21,11,16,8,11,5,12,5,6,38,104,33,33,11.53846154,20.19230769,10.57692308,15.38461538,7.692307692,10.57692308,4.807692308,11.53846154,4.807692308,5.769230769,36.53846154,100,31.73076923,31.73076923,2003
b3897,dont know why,norah jones,5,3,2,3,1,3,4,3,2,2,43,73,8,22,6.849315068,4.109589041,2.739726027,4.109589041,1.369863014,4.109589041,5.479452055,4.109589041,2.739726027,2.739726027,58.90410959,100,10.95890411,30.1369863,2003
b3898,superman,eminem,84,61,36,19,34,37,82,38,14,55,299,545,145,101,15.41284404,11.19266055,6.605504587,3.486238532,6.23853211,6.788990826,15.04587156,6.972477064,2.568807339,10.09174312,54.86238532,100,26.60550459,18.53211009,2003
b3899,real good man,tim mcgraw,26,15,8,10,12,8,14,7,9,21,57,119,41,21,21.8487395,12.60504202,6.722689076,8.403361345,10.08403361,6.722689076,11.76470588,5.882352941,7.56302521,17.64705882,47.89915966,100,34.45378151,17.64705882,2003
b3900,say yes,floetry,9,5,5,3,0,0,3,0,1,1,91,142,14,37,6.338028169,3.521126761,3.521126761,2.112676056,0,0,2.112676056,0,0.704225352,0.704225352,64.08450704,100,9.85915493,26.05633803,2003
b3901,yeah,usher featuring lil jon and ludacris,12,7,3,9,4,6,6,5,8,10,237,331,19,75,3.625377644,2.114803625,0.906344411,2.719033233,1.208459215,1.812688822,1.812688822,1.510574018,2.416918429,3.021148036,71.60120846,100,5.740181269,22.65861027,2004
b3902,burn,usher,8,22,9,19,7,14,8,18,7,6,224,320,30,66,2.5,6.875,2.8125,5.9375,2.1875,4.375,2.5,5.625,2.1875,1.875,70,100,9.375,20.625,2004
b3903,if i aint got you,alicia keys,20,1,0,4,0,0,17,0,3,4,76,132,21,35,15.15151515,0.757575758,0,3.03030303,0,0,12.87878788,0,2.272727273,3.03030303,57.57575758,100,15.90909091,26.51515152,2004
b3904,this love,maroon 5,11,7,5,11,1,5,7,5,1,0,83,160,18,59,6.875,4.375,3.125,6.875,0.625,3.125,4.375,3.125,0.625,0,51.875,100,11.25,36.875,2004
b3905,the way you move,outkast featuring sleepy brown,40,13,6,4,4,7,36,7,4,6,142,290,53,95,13.79310345,4.482758621,2.068965517,1.379310345,1.379310345,2.413793103,12.4137931,2.413793103,1.379310345,2.068965517,48.96551724,100,18.27586207,32.75862069,2004
b3906,the reason,hoobastank,23,2,1,6,0,5,6,2,1,8,42,83,25,16,27.71084337,2.409638554,1.204819277,7.228915663,0,6.024096386,7.228915663,2.409638554,1.204819277,9.638554217,50.60240964,100,30.12048193,19.27710843,2004
b3907,i dont wanna know,mario winans featuring enya and p diddy,11,19,1,3,0,15,8,17,2,7,180,243,30,33,4.526748971,7.818930041,0.411522634,1.234567901,0,6.172839506,3.29218107,6.995884774,0.823045267,2.880658436,74.07407407,100,12.34567901,13.58024691,2004
b3908,hey ya,outkast,7,6,3,5,3,5,7,3,2,4,72,96,13,11,7.291666667,6.25,3.125,5.208333333,3.125,5.208333333,7.291666667,3.125,2.083333333,4.166666667,75,100,13.54166667,11.45833333,2004
b3909,goodies,ciara featuring petey pablo,17,13,13,12,9,6,7,6,3,5,165,272,30,77,6.25,4.779411765,4.779411765,4.411764706,3.308823529,2.205882353,2.573529412,2.205882353,1.102941176,1.838235294,60.66176471,100,11.02941176,28.30882353,2004
b3910,lean back,terror squad,17,16,11,4,8,9,9,6,1,10,95,215,33,87,7.906976744,7.441860465,5.11627907,1.860465116,3.720930233,4.186046512,4.186046512,2.790697674,0.465116279,4.651162791,44.18604651,100,15.34883721,40.46511628,2004
b3911,tipsy,jkwon,15,35,9,7,7,5,9,7,4,4,213,338,50,75,4.437869822,10.35502959,2.662721893,2.071005917,2.071005917,1.479289941,2.662721893,2.071005917,1.183431953,1.183431953,63.01775148,100,14.79289941,22.18934911,2004
b3912,confessions part ii,usher,16,16,11,12,8,4,10,6,10,8,285,426,32,109,3.755868545,3.755868545,2.582159624,2.816901408,1.877934272,0.938967136,2.34741784,1.408450704,2.34741784,1.877934272,66.90140845,100,7.511737089,25.58685446,2004
b3913,slow motion,juvenile featuring soulja slim,24,19,12,55,7,8,6,11,4,11,184,421,43,194,5.700712589,4.513064133,2.850356295,13.06413302,1.662707838,1.90023753,1.425178147,2.612826603,0.950118765,2.612826603,43.70546318,100,10.21377672,46.0807601,2004
b3914,freekaleek,petey pablo,17,13,8,8,5,8,6,6,9,4,290,383,30,63,4.438642298,3.394255875,2.088772846,2.088772846,1.305483029,2.088772846,1.566579634,1.566579634,2.349869452,1.044386423,75.71801567,100,7.832898172,16.44908616,2004
b3915,here without you,3 doors down,12,6,4,8,4,4,12,7,2,2,68,113,18,27,10.61946903,5.309734513,3.539823009,7.079646018,3.539823009,3.539823009,10.61946903,6.194690265,1.769911504,1.769911504,60.17699115,100,15.92920354,23.89380531,2004
b3916,slow jamz,twista featuring kanye west and jamie foxx,32,13,9,14,5,4,15,2,5,9,298,428,45,85,7.476635514,3.037383178,2.102803738,3.271028037,1.168224299,0.934579439,3.504672897,0.46728972,1.168224299,2.102803738,69.62616822,100,10.51401869,19.85981308,2004
b3917,someday,nickelback,1,5,2,4,0,0,1,0,1,1,147,179,6,26,0.558659218,2.793296089,1.117318436,2.234636872,0,0,0.558659218,0,0.558659218,0.558659218,82.12290503,100,3.351955307,14.52513966,2004
b3918,naughty girl,beyonce,17,23,12,4,10,13,15,15,0,1,80,168,40,48,10.11904762,13.69047619,7.142857143,2.380952381,5.952380952,7.738095238,8.928571429,8.928571429,0,0.595238095,47.61904762,100,23.80952381,28.57142857,2004
b3919,my immortal,evanescence,7,21,12,7,3,15,4,7,8,6,63,112,28,21,6.25,18.75,10.71428571,6.25,2.678571429,13.39285714,3.571428571,6.25,7.142857143,5.357142857,56.25,100,25,18.75,2004
b3920,sunshine,lil flip featuring lea,51,24,9,22,15,10,40,8,3,9,112,307,75,120,16.61237785,7.817589577,2.931596091,7.166123779,4.885993485,3.25732899,13.02931596,2.605863192,0.977198697,2.931596091,36.48208469,100,24.42996743,39.08794788,2004
b3921,dirt off your shoulder,jayz,40,54,9,10,25,13,16,16,2,27,201,368,94,73,10.86956522,14.67391304,2.445652174,2.717391304,6.793478261,3.532608696,4.347826087,4.347826087,0.543478261,7.336956522,54.61956522,100,25.54347826,19.83695652,2004
b3922,move ya body,nina sky,0,0,0,0,0,0,0,0,0,0,11,25,0,14,0,0,0,0,0,0,0,0,0,0,44,100,0,56,2004
b3923,dip it low,christina milian,16,46,0,16,2,8,6,9,27,14,105,252,62,85,6.349206349,18.25396825,0,6.349206349,0.793650794,3.174603175,2.380952381,3.571428571,10.71428571,5.555555556,41.66666667,100,24.6031746,33.73015873,2004
b3924,my boo,usher and alicia keys,17,25,9,7,4,4,4,0,1,3,148,234,42,44,7.264957265,10.68376068,3.846153846,2.991452991,1.709401709,1.709401709,1.709401709,0,0.427350427,1.282051282,63.24786325,100,17.94871795,18.8034188,2004
b3925,one call away,chingy featuring jweav,27,36,5,10,4,27,24,27,6,9,281,497,63,153,5.432595573,7.243460765,1.006036217,2.012072435,0.804828974,5.432595573,4.828973843,5.432595573,1.207243461,1.810865191,56.53923541,100,12.67605634,30.78470825,2004
b3926,me myself and i,beyonce,30,35,7,30,4,4,29,19,6,26,156,280,65,59,10.71428571,12.5,2.5,10.71428571,1.428571429,1.428571429,10.35714286,6.785714286,2.142857143,9.285714286,55.71428571,100,23.21428571,21.07142857,2004
b3927,turn me on,kevin lyttle,33,12,9,10,2,13,19,7,8,14,145,269,45,79,12.26765799,4.460966543,3.345724907,3.717472119,0.743494424,4.832713755,7.063197026,2.602230483,2.973977695,5.204460967,53.90334572,100,16.72862454,29.36802974,2004
b3928,the first cut is the deepest,sheryl crow,19,10,6,0,3,9,19,9,3,0,87,129,29,13,14.72868217,7.751937984,4.651162791,0,2.325581395,6.976744186,14.72868217,6.976744186,2.325581395,0,67.44186047,100,22.48062016,10.07751938,2004
b3929,you dont know my name,alicia keys,30,6,4,7,0,2,23,3,6,12,109,180,36,35,16.66666667,3.333333333,2.222222222,3.888888889,0,1.111111111,12.77777778,1.666666667,3.333333333,6.666666667,60.55555556,100,20,19.44444444,2004
b3930,my place,nelly featuring jaheim,31,12,2,26,2,1,21,8,5,23,209,318,43,66,9.748427673,3.773584906,0.628930818,8.176100629,0.628930818,0.314465409,6.603773585,2.51572327,1.572327044,7.232704403,65.72327044,100,13.52201258,20.75471698,2004
b3931,overnight celebrity,twista,47,31,24,29,14,10,34,9,27,37,286,461,78,97,10.19522777,6.724511931,5.206073753,6.290672451,3.036876356,2.169197397,7.37527115,1.952277657,5.856832972,8.026030369,62.03904555,100,16.9197397,21.04121475,2004
b3932,hotel,cassidy featuring r kelly,15,12,6,5,1,0,13,5,6,5,167,279,27,85,5.376344086,4.301075269,2.150537634,1.792114695,0.358422939,0,4.659498208,1.792114695,2.150537634,1.792114695,59.85663082,100,9.677419355,30.46594982,2004
b3933,numb,linkin park,1,22,4,4,4,4,1,8,2,1,89,127,23,15,0.787401575,17.32283465,3.149606299,3.149606299,3.149606299,3.149606299,0.787401575,6.299212598,1.57480315,0.787401575,70.07874016,100,18.11023622,11.81102362,2004
b3934,diary,alicia keys featuring tony toni tone,10,8,5,10,6,5,8,4,2,21,59,119,18,42,8.403361345,6.722689076,4.201680672,8.403361345,5.042016807,4.201680672,6.722689076,3.361344538,1.680672269,17.64705882,49.57983193,100,15.12605042,35.29411765,2004
b3935,she will be loved,maroon 5,7,6,5,3,0,7,5,5,4,3,91,173,13,69,4.046242775,3.468208092,2.89017341,1.734104046,0,4.046242775,2.89017341,2.89017341,2.312138728,1.734104046,52.60115607,100,7.514450867,39.88439306,2004
b3936,white flag,dido,14,8,2,15,2,7,12,6,0,7,59,119,22,38,11.76470588,6.722689076,1.680672269,12.60504202,1.680672269,5.882352941,10.08403361,5.042016807,0,5.882352941,49.57983193,100,18.48739496,31.93277311,2004
b3937,heaven,los lonely boys,7,10,3,2,6,4,2,5,0,8,47,66,17,2,10.60606061,15.15151515,4.545454545,3.03030303,9.090909091,6.060606061,3.03030303,7.575757576,0,12.12121212,71.21212121,100,25.75757576,3.03030303,2004
b3938,its my life,no doubt,4,10,2,4,2,3,3,2,3,3,39,74,14,21,5.405405405,13.51351351,2.702702703,5.405405405,2.702702703,4.054054054,4.054054054,2.702702703,4.054054054,4.054054054,52.7027027,100,18.91891892,28.37837838,2004
b3939,pieces of me,ashlee simpson,19,10,5,8,6,3,12,7,9,11,91,139,29,19,13.66906475,7.194244604,3.597122302,5.755395683,4.316546763,2.158273381,8.633093525,5.035971223,6.474820144,7.913669065,65.4676259,100,20.86330935,13.66906475,2004
b3940,leave get out,jojo,12,37,10,13,17,5,7,23,13,9,115,182,49,18,6.593406593,20.32967033,5.494505495,7.142857143,9.340659341,2.747252747,3.846153846,12.63736264,7.142857143,4.945054945,63.18681319,100,26.92307692,9.89010989,2004
b3941,milkshake,kelis,11,27,11,3,26,4,10,4,11,10,171,229,38,20,4.80349345,11.79039301,4.80349345,1.310043668,11.35371179,1.746724891,4.366812227,1.746724891,4.80349345,4.366812227,74.67248908,100,16.59388646,8.733624454,2004
b3942,splash waterfalls,ludacris,33,45,33,7,12,8,28,5,4,4,220,399,78,101,8.270676692,11.27819549,8.270676692,1.754385965,3.007518797,2.005012531,7.01754386,1.253132832,1.002506266,1.002506266,55.13784461,100,19.54887218,25.31328321,2004
b3943,jesus walks,kanye west,27,35,19,24,17,30,14,17,12,21,159,299,62,78,9.030100334,11.70568562,6.35451505,8.026755853,5.685618729,10.03344482,4.682274247,5.685618729,4.013377926,7.023411371,53.17725753,100,20.73578595,26.08695652,2004
b3944,locked up,akon featuring styles p,15,8,8,45,3,5,9,0,4,10,147,244,23,74,6.147540984,3.278688525,3.278688525,18.44262295,1.229508197,2.049180328,3.68852459,0,1.639344262,4.098360656,60.24590164,100,9.426229508,30.32786885,2004
b3945,stand up,ludacris featuring shawnna,13,27,15,9,14,19,6,17,8,7,178,351,40,133,3.703703704,7.692307692,4.273504274,2.564102564,3.988603989,5.413105413,1.709401709,4.843304843,2.279202279,1.994301994,50.71225071,100,11.3960114,37.89173789,2004
b3946,suga suga,baby bash featuring frankie j,35,16,17,29,14,11,24,15,18,26,182,308,51,75,11.36363636,5.194805195,5.519480519,9.415584416,4.545454545,3.571428571,7.792207792,4.87012987,5.844155844,8.441558442,59.09090909,100,16.55844156,24.35064935,2004
b3947,all falls down,kanye west featuring syleena johnson,24,31,8,12,6,14,16,26,6,14,150,283,55,78,8.480565371,10.9540636,2.826855124,4.240282686,2.120141343,4.946996466,5.653710247,9.187279152,2.120141343,4.946996466,53.00353357,100,19.43462898,27.56183746,2004
b3948,toxic,britney spears,6,19,6,6,12,9,5,6,0,2,85,141,25,31,4.255319149,13.4751773,4.255319149,4.255319149,8.510638298,6.382978723,3.546099291,4.255319149,0,1.418439716,60.28368794,100,17.73049645,21.9858156,2004
b3949,salt shaker,ying yang twins featuring lil jon  the east side boyz,9,44,19,5,12,6,4,6,1,10,181,397,53,163,2.267002519,11.08312343,4.785894207,1.259445844,3.022670025,1.511335013,1.007556675,1.511335013,0.251889169,2.518891688,45.59193955,100,13.35012594,41.05793451,2004
b3950,with you,jessica simpson,13,7,5,0,1,2,10,2,3,7,70,115,20,25,11.30434783,6.086956522,4.347826087,0,0.869565217,1.739130435,8.695652174,1.739130435,2.608695652,6.086956522,60.86956522,100,17.39130435,21.73913043,2004
b3951,meant to live,switchfoot,3,10,3,1,1,4,1,8,1,2,62,95,13,20,3.157894737,10.52631579,3.157894737,1.052631579,1.052631579,4.210526316,1.052631579,8.421052632,1.052631579,2.105263158,65.26315789,100,13.68421053,21.05263158,2004
b3952,i like that,houston featuring chingy nate dogg and i20,15,13,15,15,1,6,9,7,9,8,283,412,28,101,3.640776699,3.155339806,3.640776699,3.640776699,0.242718447,1.45631068,2.184466019,1.699029126,2.184466019,1.941747573,68.68932039,100,6.796116505,24.51456311,2004
b3953,sorry 2004,ruben studdard,9,24,17,7,14,8,2,12,6,4,174,250,33,43,3.6,9.6,6.8,2.8,5.6,3.2,0.8,4.8,2.4,1.6,69.6,100,13.2,17.2,2004
b3954,my happy ending,avril lavigne,11,19,6,17,2,2,10,8,1,10,99,162,30,33,6.790123457,11.72839506,3.703703704,10.49382716,1.234567901,1.234567901,6.172839506,4.938271605,0.617283951,6.172839506,61.11111111,100,18.51851852,20.37037037,2004
b3955,on fire,lloyd banks,4,18,13,2,5,23,3,6,1,5,125,253,22,106,1.581027668,7.114624506,5.138339921,0.790513834,1.976284585,9.090909091,1.185770751,2.371541502,0.395256917,1.976284585,49.40711462,100,8.695652174,41.8972332,2004
b3956,roses,outkast,16,65,43,7,48,19,5,17,4,12,247,413,81,85,3.87409201,15.73849879,10.41162228,1.694915254,11.62227603,4.600484262,1.210653753,4.11622276,0.968523002,2.905569007,59.8062954,100,19.6125908,20.5811138,2004
b3957,walked outta heaven,jagged edge,21,26,15,16,11,9,15,17,8,7,211,316,47,58,6.64556962,8.227848101,4.746835443,5.063291139,3.481012658,2.848101266,4.746835443,5.379746835,2.53164557,2.215189873,66.7721519,100,14.87341772,18.35443038,2004
b3958,lose my breath,destinys child,23,74,48,3,48,37,17,36,37,4,132,331,97,102,6.948640483,22.35649547,14.50151057,0.906344411,14.50151057,11.17824773,5.135951662,10.87613293,11.17824773,1.208459215,39.87915408,100,29.30513595,30.81570997,2004
b3959,my band,d12,41,50,28,17,22,27,16,23,2,19,305,551,91,155,7.441016334,9.074410163,5.081669691,3.085299456,3.992740472,4.900181488,2.903811252,4.174228675,0.362976407,3.448275862,55.353902,100,16.5154265,28.13067151,2004
b3960,im still in love with you,sean paul featuring sasha,39,42,7,11,13,6,37,12,2,6,184,316,81,51,12.34177215,13.29113924,2.215189873,3.481012658,4.113924051,1.898734177,11.70886076,3.797468354,0.632911392,1.898734177,58.2278481,100,25.63291139,16.13924051,2004
b3961,through the wire,kanye west,25,19,10,17,8,16,15,13,6,20,103,216,44,69,11.57407407,8.796296296,4.62962963,7.87037037,3.703703704,7.407407407,6.944444444,6.018518519,2.777777778,9.259259259,47.68518519,100,20.37037037,31.94444444,2004
b3962,why,jadakiss,11,17,9,8,6,8,4,10,5,6,121,200,28,51,5.5,8.5,4.5,4,3,4,2,5,2.5,3,60.5,100,14,25.5,2004
b3963,fuck it i dont want you back,eamon,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,2004
b3964,read your mind,avant featuring snoop dogg,22,25,2,2,2,23,20,23,0,2,168,273,47,58,8.058608059,9.157509158,0.732600733,0.732600733,0.732600733,8.424908425,7.326007326,8.424908425,0,0.732600733,61.53846154,100,17.21611722,21.24542125,2004
b3965,game over flip,lil flip,10,17,19,14,10,7,7,5,5,6,197,319,27,95,3.134796238,5.329153605,5.956112853,4.388714734,3.134796238,2.194357367,2.194357367,1.567398119,1.567398119,1.880877743,61.75548589,100,8.463949843,29.78056426,2004
b3966,one thing,finger eleven,1,4,4,2,4,3,1,3,3,1,107,143,5,31,0.699300699,2.797202797,2.797202797,1.398601399,2.797202797,2.097902098,0.699300699,2.097902098,2.097902098,0.699300699,74.82517483,100,3.496503497,21.67832168,2004
b3967,headsprung,ll cool j,11,13,7,4,3,9,3,6,4,3,202,347,24,121,3.170028818,3.746397695,2.017291066,1.152737752,0.864553314,2.593659942,0.864553314,1.729106628,1.152737752,0.864553314,58.21325648,100,6.916426513,34.870317,2004
b3968,damn,youngbloodz featuring lil jon,9,84,60,36,64,4,3,7,10,9,291,509,93,125,1.768172888,16.50294695,11.78781925,7.072691552,12.57367387,0.785854617,0.589390963,1.37524558,1.964636542,1.768172888,57.17092338,100,18.27111984,24.55795678,2004
b3969,baby boy,beyonce featuring sean paul,49,29,9,27,19,7,37,8,10,16,150,329,78,101,14.89361702,8.814589666,2.73556231,8.20668693,5.775075988,2.127659574,11.24620061,2.431610942,3.039513678,4.863221884,45.59270517,100,23.70820669,30.69908815,2004
b3970,get low,lil jon  the east side boyz featuring ying yang twins,34,49,16,10,18,19,9,11,7,13,299,527,83,145,6.451612903,9.297912713,3.036053131,1.897533207,3.415559772,3.605313093,1.707779886,2.087286528,1.328273245,2.466793169,56.73624288,100,15.74952562,27.5142315,2004
b3971,drop it like its hot,snoop dogg featuring pharrell,14,38,45,4,12,7,6,8,15,10,227,437,52,158,3.203661327,8.695652174,10.29748284,0.915331808,2.745995423,1.601830664,1.372997712,1.830663616,3.432494279,2.288329519,51.94508009,100,11.8993135,36.15560641,2004
b3972,u shouldve known better,monica,7,13,0,1,0,6,2,11,6,7,189,243,20,34,2.880658436,5.349794239,0,0.411522634,0,2.469135802,0.823045267,4.526748971,2.469135802,2.880658436,77.77777778,100,8.230452675,13.99176955,2004
b3973,on the way down,ryan cabrera,1,12,0,5,3,3,1,6,1,1,67,94,13,14,1.063829787,12.76595745,0,5.319148936,3.191489362,3.191489362,1.063829787,6.382978723,1.063829787,1.063829787,71.27659574,100,13.82978723,14.89361702,2004
b3974,breakaway,kelly clarkson,13,21,12,14,9,22,8,12,11,6,69,169,34,66,7.692307692,12.4260355,7.100591716,8.284023669,5.325443787,13.01775148,4.733727811,7.100591716,6.50887574,3.550295858,40.82840237,100,20.1183432,39.05325444,2004
b3975,why dont you  i,santana featuring alex band,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,2004
b3976,are you gonna be my girl,jet,4,8,4,6,0,4,4,6,4,4,118,152,12,22,2.631578947,5.263157895,2.631578947,3.947368421,0,2.631578947,2.631578947,3.947368421,2.631578947,2.631578947,77.63157895,100,7.894736842,14.47368421,2004
b3977,100 years,five for fighting,4,5,3,13,3,4,2,3,4,2,79,147,9,59,2.721088435,3.401360544,2.040816327,8.843537415,2.040816327,2.721088435,1.360544218,2.040816327,2.721088435,1.360544218,53.7414966,100,6.12244898,40.13605442,2004
b3978,step in the name of love,r kelly,67,11,7,19,5,9,64,9,1,18,154,348,78,116,19.25287356,3.16091954,2.011494253,5.459770115,1.436781609,2.586206897,18.3908046,2.586206897,0.287356322,5.172413793,44.25287356,100,22.4137931,33.33333333,2004
b3979,breaking the habit,linkin park,4,17,14,2,6,9,1,6,4,2,90,138,21,27,2.898550725,12.31884058,10.14492754,1.449275362,4.347826087,6.52173913,0.724637681,4.347826087,2.898550725,1.449275362,65.2173913,100,15.2173913,19.56521739,2004
b3980,gigolo,nick cannon featuring r kelly,36,30,16,16,5,9,15,13,11,13,253,435,66,116,8.275862069,6.896551724,3.67816092,3.67816092,1.149425287,2.068965517,3.448275862,2.988505747,2.528735632,2.988505747,58.16091954,100,15.17241379,26.66666667,2004
b3981,live like you were dying,tim mcgraw,13,9,3,16,2,0,12,1,13,13,124,185,22,39,7.027027027,4.864864865,1.621621622,8.648648649,1.081081081,0,6.486486486,0.540540541,7.027027027,7.027027027,67.02702703,100,11.89189189,21.08108108,2004
b3982,remember when,alan jackson,11,4,2,8,1,2,11,5,1,4,50,96,15,31,11.45833333,4.166666667,2.083333333,8.333333333,1.041666667,2.083333333,11.45833333,5.208333333,1.041666667,4.166666667,52.08333333,100,15.625,32.29166667,2004
b3983,everytime,britney spears,7,10,0,1,0,3,6,4,7,1,45,92,17,30,7.608695652,10.86956522,0,1.086956522,0,3.260869565,6.52173913,4.347826087,7.608695652,1.086956522,48.91304348,100,18.47826087,32.60869565,2004
b3984,southside,lloyd featuring ashanti,21,22,14,9,14,18,15,9,4,6,214,325,43,68,6.461538462,6.769230769,4.307692308,2.769230769,4.307692308,5.538461538,4.615384615,2.769230769,1.230769231,1.846153846,65.84615385,100,13.23076923,20.92307692,2004
b3985,dude,beenie man,14,38,27,8,17,30,11,4,19,10,289,455,52,114,3.076923077,8.351648352,5.934065934,1.758241758,3.736263736,6.593406593,2.417582418,0.879120879,4.175824176,2.197802198,63.51648352,100,11.42857143,25.05494505,2004
b3986,wanna get to know you,gunit featuring joe,43,43,6,19,5,34,35,34,6,20,250,437,86,101,9.839816934,9.839816934,1.372997712,4.347826087,1.14416476,7.780320366,8.009153318,7.780320366,1.372997712,4.576659039,57.20823799,100,19.67963387,23.11212815,2004
b3987,holidae in,chingy featuring ludacris and snoop dogg,29,37,26,15,13,17,19,17,11,12,243,420,66,111,6.904761905,8.80952381,6.19047619,3.571428571,3.095238095,4.047619048,4.523809524,4.047619048,2.619047619,2.857142857,57.85714286,100,15.71428571,26.42857143,2004
b3988,lets get it started,the black eyed peas,9,32,11,4,8,7,3,9,8,3,294,376,41,41,2.393617021,8.510638298,2.925531915,1.063829787,2.127659574,1.861702128,0.79787234,2.393617021,2.127659574,0.79787234,78.19148936,100,10.90425532,10.90425532,2004
b3989,when the sun goes down,kenny chesney featuring uncle kracker,35,1,0,39,0,0,35,1,35,35,109,189,36,44,18.51851852,0.529100529,0,20.63492063,0,0,18.51851852,0.529100529,18.51851852,18.51851852,57.67195767,100,19.04761905,23.28042328,2004
b3990,american soldier,toby keith,25,9,10,17,2,7,15,10,5,18,77,144,34,33,17.36111111,6.25,6.944444444,11.80555556,1.388888889,4.861111111,10.41666667,6.944444444,3.472222222,12.5,53.47222222,100,23.61111111,22.91666667,2004
b3991,change clothes,jayz,24,15,10,11,7,14,11,7,5,17,191,351,39,121,6.837606838,4.273504274,2.849002849,3.133903134,1.994301994,3.988603989,3.133903134,1.994301994,1.424501425,4.843304843,54.41595442,100,11.11111111,34.47293447,2004
b3992,dont tell me,avril lavigne,3,13,5,6,3,2,2,7,3,1,113,153,16,24,1.960784314,8.496732026,3.267973856,3.921568627,1.960784314,1.307189542,1.307189542,4.575163399,1.960784314,0.653594771,73.85620915,100,10.45751634,15.68627451,2004
b3993,youll think of me,keith urban,11,13,7,9,7,8,10,12,7,16,130,220,24,66,5,5.909090909,3.181818182,4.090909091,3.181818182,3.636363636,4.545454545,5.454545455,3.181818182,7.272727273,59.09090909,100,10.90909091,30,2004
b3994,happy people,r kelly,79,9,3,44,1,12,68,10,7,52,302,515,88,125,15.33980583,1.747572816,0.582524272,8.54368932,0.194174757,2.330097087,13.2038835,1.941747573,1.359223301,10.09708738,58.6407767,100,17.08737864,24.27184466,2004
b3995,hey mama,the black eyed peas,9,31,17,4,7,19,7,13,11,13,223,385,40,122,2.337662338,8.051948052,4.415584416,1.038961039,1.818181818,4.935064935,1.818181818,3.376623377,2.857142857,3.376623377,57.92207792,100,10.38961039,31.68831169,2004
b3996,over and over,nelly featuring tim mcgraw,4,16,12,3,8,13,3,14,1,3,118,174,20,36,2.298850575,9.195402299,6.896551724,1.724137931,4.597701149,7.471264368,1.724137931,8.045977011,0.574712644,1.724137931,67.81609195,100,11.49425287,20.68965517,2004
b3997,redneck woman,gretchen wilson,6,15,13,4,12,9,4,9,1,3,108,206,21,77,2.912621359,7.281553398,6.310679612,1.941747573,5.825242718,4.368932039,1.941747573,4.368932039,0.485436893,1.45631068,52.42718447,100,10.19417476,37.37864078,2004
b3998,just lose it,eminem,33,38,20,9,18,21,28,21,20,20,273,470,71,126,7.021276596,8.085106383,4.255319149,1.914893617,3.829787234,4.468085106,5.957446809,4.468085106,4.255319149,4.255319149,58.08510638,100,15.10638298,26.80851064,2004
b3999,letters from home,john michael montgomery,17,12,7,11,6,6,11,5,7,10,91,176,29,56,9.659090909,6.818181818,3.977272727,6.25,3.409090909,3.409090909,6.25,2.840909091,3.977272727,5.681818182,51.70454545,100,16.47727273,31.81818182,2004
b4000,i go back,kenny chesney,21,13,7,18,2,9,15,8,6,16,90,205,34,81,10.24390244,6.341463415,3.414634146,8.780487805,0.975609756,4.390243902,7.317073171,3.902439024,2.926829268,7.804878049,43.90243902,100,16.58536585,39.51219512,2004
b4001,we belong together,mariah carey,27,18,8,14,8,8,22,12,11,9,166,268,45,57,10.07462687,6.71641791,2.985074627,5.223880597,2.985074627,2.985074627,8.208955224,4.47761194,4.104477612,3.358208955,61.94029851,100,16.79104478,21.26865672,2005
b4002,hollaback girl,gwen stefani,4,40,37,26,35,3,1,2,1,1,150,246,44,52,1.62601626,16.2601626,15.04065041,10.56910569,14.22764228,1.219512195,0.406504065,0.81300813,0.406504065,0.406504065,60.97560976,100,17.88617886,21.13821138,2005
b4003,let me love you,mario,50,10,9,17,4,7,43,8,8,21,128,250,60,62,20,4,3.6,6.8,1.6,2.8,17.2,3.2,3.2,8.4,51.2,100,24,24.8,2005
