,title,artist,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,unknown,total_number_of_words,emotional_impact_words,neutral_words,norm_positive,norm_negative,norm_anger,norm_anticipation,norm_disgust,norm_fear,norm_joy,norm_sadness,norm_surprise,norm_trust,norm_unknown,norm_total_number_of_words,norm_emotional_impact_words,norm_neutral_words
ML4366,get like me,david banner featuring chris brown,21,27,16,15,13,16,10,13,12,18,0,425,48,377,4.9411764705882355,6.352941176470588,3.764705882352941,3.5294117647058822,3.0588235294117645,3.764705882352941,2.3529411764705883,3.0588235294117645,2.823529411764706,4.235294117647059,0.0,100.0,11.294117647058824,0
ML4367,realize,colbie caillat,3,0,0,7,0,0,3,0,0,3,0,113,3,110,2.6548672566371683,0.0,0.0,6.1946902654867255,0.0,0.0,2.6548672566371683,0.0,0.0,2.6548672566371683,0.0,100.0,2.6548672566371683,0
ML4368,put on,young jeezy featuring kanye west,19,21,15,12,12,10,9,10,4,12,0,409,40,369,4.645476772616137,5.134474327628362,3.667481662591687,2.93398533007335,2.93398533007335,2.444987775061125,2.2004889975550124,2.444987775061125,0.9779951100244498,2.93398533007335,0.0,100.0,9.7799511002445,0
ML4369,the time of my life,david cook,4,5,3,26,3,3,3,5,1,2,0,126,9,117,3.1746031746031744,3.9682539682539684,2.380952380952381,20.634920634920636,2.380952380952381,2.380952380952381,2.380952380952381,3.9682539682539684,0.7936507936507936,1.5873015873015872,0.0,100.0,7.142857142857143,0
ML4370,lolli lolli pop that body,three 6 mafia,21,32,20,8,1,4,7,4,26,8,0,356,53,303,5.898876404494382,8.98876404494382,5.617977528089888,2.247191011235955,0.2808988764044944,1.1235955056179776,1.9662921348314606,1.1235955056179776,7.303370786516854,2.247191011235955,0.0,100.0,14.887640449438202,0
ML4371,cyclone,baby bash featuring tpain,7,37,6,8,4,30,6,7,23,9,0,312,44,268,2.2435897435897436,11.85897435897436,1.9230769230769231,2.5641025641025643,1.2820512820512822,9.615384615384615,1.9230769230769231,2.2435897435897436,7.371794871794871,2.8846153846153846,0.0,100.0,14.102564102564102,0
ML4372,love like this,natasha bedingfield featuring sean kingston,39,11,9,6,9,10,37,11,2,7,0,300,50,250,13.0,3.6666666666666665,3.0,2.0,3.0,3.3333333333333335,12.333333333333334,3.6666666666666665,0.6666666666666666,2.3333333333333335,0.0,100.0,16.666666666666668,0
ML4373,burnin up,jonas brothers featuring big rob,11,11,8,0,2,6,8,3,1,3,0,155,22,133,7.096774193548387,7.096774193548387,5.161290322580645,0.0,1.2903225806451613,3.870967741935484,5.161290322580645,1.935483870967742,0.6451612903225806,1.935483870967742,0.0,100.0,14.193548387096774,0
ML4374,love lockdown,kanye west,38,17,7,8,10,15,36,13,6,13,0,229,55,174,16.593886462882097,7.423580786026201,3.056768558951965,3.493449781659389,4.366812227074236,6.550218340611353,15.720524017467248,5.676855895196507,2.6200873362445414,5.676855895196507,0.0,100.0,24.017467248908297,0
ML4376,crush,david archuleta,9,7,4,3,1,4,4,7,4,6,0,166,16,150,5.421686746987952,4.216867469879518,2.4096385542168677,1.8072289156626506,0.6024096385542169,2.4096385542168677,2.4096385542168677,4.216867469879518,2.4096385542168677,3.6144578313253013,0.0,100.0,9.63855421686747,0
ML4377,hypnotized,plies featuring akon,5,12,6,3,4,6,3,4,0,4,0,274,17,257,1.8248175182481752,4.37956204379562,2.18978102189781,1.094890510948905,1.4598540145985401,2.18978102189781,1.094890510948905,1.4598540145985401,0.0,1.4598540145985401,0.0,100.0,6.204379562043796,0
ML4378,big girls dont cry,fergie,26,7,2,19,2,1,17,8,7,26,0,190,33,157,13.68421052631579,3.6842105263157894,1.0526315789473684,10.0,1.0526315789473684,0.5263157894736842,8.947368421052632,4.2105263157894735,3.6842105263157894,13.68421052631579,0.0,100.0,17.36842105263158,0
ML4379,good life,kanye west featuring tpain,34,22,16,25,14,14,20,8,20,19,0,316,56,260,10.759493670886076,6.962025316455696,5.063291139240507,7.9113924050632916,4.430379746835443,4.430379746835443,6.329113924050633,2.5316455696202533,6.329113924050633,6.012658227848101,0.0,100.0,17.72151898734177,0
ML4380,womanizer,britney spears,9,22,9,4,11,9,6,11,3,4,0,279,31,248,3.225806451612903,7.885304659498208,3.225806451612903,1.4336917562724014,3.942652329749104,3.225806451612903,2.150537634408602,3.942652329749104,1.075268817204301,1.4336917562724014,0.0,100.0,11.11111111111111,0
ML4381,love story,taylor swift,27,13,6,9,6,9,18,7,4,7,0,180,40,140,15.0,7.222222222222222,3.3333333333333335,5.0,3.3333333333333335,5.0,10.0,3.888888888888889,2.2222222222222223,3.888888888888889,0.0,100.0,22.22222222222222,0
ML4382,just fine,mary j blige,15,14,4,21,3,15,15,13,9,11,0,343,29,314,4.373177842565598,4.081632653061225,1.1661807580174928,6.122448979591836,0.8746355685131195,4.373177842565598,4.373177842565598,3.7900874635568513,2.623906705539359,3.206997084548105,0.0,100.0,8.454810495626822,0
ML4383,piece of me,britney spears,6,7,5,2,3,8,1,2,2,2,0,114,13,101,5.2631578947368425,6.140350877192983,4.385964912280702,1.7543859649122806,2.6315789473684212,7.017543859649122,0.8771929824561403,1.7543859649122806,1.7543859649122806,1.7543859649122806,0.0,100.0,11.403508771929825,0
ML4384,the boss,rick ross featuring tpain,15,22,16,3,11,17,9,8,1,7,0,419,37,382,3.579952267303103,5.250596658711217,3.818615751789976,0.7159904534606205,2.6252983293556085,4.05727923627685,2.1479713603818618,1.909307875894988,0.2386634844868735,1.6706443914081146,0.0,100.0,8.83054892601432,0
ML4385,all summer long,kid rock,24,12,8,30,4,4,23,4,14,18,0,228,36,192,10.526315789473685,5.2631578947368425,3.508771929824561,13.157894736842104,1.7543859649122806,1.7543859649122806,10.087719298245615,1.7543859649122806,6.140350877192983,7.894736842105263,0.0,100.0,15.789473684210526,0
ML4386,cant help but wait,trey songz,24,22,6,20,5,13,11,9,6,7,0,213,46,167,11.267605633802816,10.328638497652582,2.816901408450704,9.389671361502348,2.347417840375587,6.103286384976526,5.164319248826291,4.225352112676056,2.816901408450704,3.2863849765258215,0.0,100.0,21.5962441314554,0
ML4387,in love with a girl,gavin degraw,28,24,13,14,6,19,25,18,9,11,0,206,52,154,13.592233009708737,11.650485436893204,6.310679611650485,6.796116504854369,2.912621359223301,9.223300970873787,12.135922330097088,8.737864077669903,4.368932038834951,5.339805825242719,0.0,100.0,25.24271844660194,0
ML4388,my life,the game featuring lil wayne,31,57,24,13,25,29,11,22,8,22,0,427,88,339,7.259953161592506,13.348946135831381,5.620608899297424,3.0444964871194378,5.85480093676815,6.791569086651054,2.576112412177986,5.152224824355972,1.873536299765808,5.152224824355972,0.0,100.0,20.60889929742389,0
ML4389,i remember,keyshia cole,10,7,3,1,3,6,9,7,1,7,0,131,17,114,7.633587786259542,5.343511450381679,2.2900763358778624,0.7633587786259542,2.2900763358778624,4.580152671755725,6.870229007633588,5.343511450381679,0.7633587786259542,5.343511450381679,0.0,100.0,12.977099236641221,0
ML4390,flashing lights,kanye west featuring dwele,9,7,6,6,5,5,6,4,2,7,0,193,16,177,4.66321243523316,3.626943005181347,3.1088082901554404,3.1088082901554404,2.5906735751295336,2.5906735751295336,3.1088082901554404,2.0725388601036268,1.0362694300518134,3.626943005181347,0.0,100.0,8.290155440414507,0
ML4391,mrs officer,lil wayne featuring bobby valentino,19,22,14,10,12,29,8,13,9,26,0,571,41,530,3.327495621716287,3.852889667250438,2.4518388791593697,1.7513134851138354,2.1015761821366024,5.078809106830122,1.4010507880910683,2.276707530647986,1.5761821366024518,4.553415061295972,0.0,100.0,7.1803852889667255,0
ML4392,7 things,miley cyrus,14,20,14,5,8,16,11,19,7,3,0,170,34,136,8.235294117647058,11.764705882352942,8.235294117647058,2.9411764705882355,4.705882352941177,9.411764705882353,6.470588235294118,11.176470588235293,4.117647058823529,1.7647058823529411,0.0,100.0,20.0,0
ML4393,youre gonna miss this,trace adkins,11,5,3,13,2,3,11,2,7,10,0,184,16,168,5.978260869565218,2.717391304347826,1.6304347826086956,7.065217391304348,1.0869565217391304,1.6304347826086956,5.978260869565218,1.0869565217391304,3.8043478260869565,5.434782608695652,0.0,100.0,8.695652173913043,0
ML4394,love remains the same,gavin rossdale,14,16,1,11,4,9,4,7,2,8,0,146,30,116,9.58904109589041,10.95890410958904,0.684931506849315,7.534246575342466,2.73972602739726,6.164383561643835,2.73972602739726,4.794520547945205,1.36986301369863,5.47945205479452,0.0,100.0,20.54794520547945,0
ML4395,feels like tonight,daughtry,2,10,4,0,2,8,1,9,1,3,0,125,12,113,1.6,8.0,3.2,0.0,1.6,6.4,0.8,7.2,0.8,2.4,0.0,100.0,9.6,0
ML4396,the way i are,timbaland featuring keri hilson,17,10,3,3,4,2,11,6,1,3,0,177,27,150,9.6045197740113,5.649717514124294,1.694915254237288,1.694915254237288,2.2598870056497176,1.1299435028248588,6.214689265536723,3.389830508474576,0.5649717514124294,1.694915254237288,0.0,100.0,15.254237288135593,0
ML4397,addicted,saving abel,6,1,1,1,1,1,6,1,0,4,0,138,7,131,4.3478260869565215,0.7246376811594203,0.7246376811594203,0.7246376811594203,0.7246376811594203,0.7246376811594203,4.3478260869565215,0.7246376811594203,0.0,2.898550724637681,0.0,100.0,5.072463768115942,0
ML4398,into the night,santana featuring chad kroeger,71,6,4,16,4,6,16,10,6,12,0,224,77,147,31.696428571428573,2.6785714285714284,1.7857142857142858,7.142857142857143,1.7857142857142858,2.6785714285714284,7.142857142857143,4.464285714285714,2.6785714285714284,5.357142857142857,0.0,100.0,34.375,0
ML4399,heaven sent,keyshia cole,9,20,1,8,0,20,9,18,2,3,0,275,29,246,3.272727272727273,7.2727272727272725,0.36363636363636365,2.909090909090909,0.0,7.2727272727272725,3.272727272727273,6.545454545454546,0.7272727272727273,1.0909090909090908,0.0,100.0,10.545454545454545,0
ML4400,she got it,2 pistols featuring tpain and tay dizm,15,21,12,6,10,11,9,11,6,5,0,363,36,327,4.132231404958677,5.785123966942149,3.3057851239669422,1.6528925619834711,2.7548209366391183,3.0303030303030303,2.479338842975207,3.0303030303030303,1.6528925619834711,1.3774104683195592,0.0,100.0,9.917355371900827,0
ML4401,boom boom pow,the black eyed peas,15,16,18,0,6,5,0,5,1,1,0,346,31,315,4.335260115606936,4.624277456647399,5.202312138728324,0.0,1.7341040462427746,1.4450867052023122,0.0,1.4450867052023122,0.28901734104046245,0.28901734104046245,0.0,100.0,8.959537572254336,0
ML4402,poker face,lady gaga,16,12,12,8,6,8,15,7,2,10,0,378,28,350,4.232804232804233,3.1746031746031744,3.1746031746031744,2.1164021164021163,1.5873015873015872,2.1164021164021163,3.9682539682539684,1.8518518518518519,0.5291005291005291,2.6455026455026456,0.0,100.0,7.407407407407407,0
ML4403,just dance,lady gaga featuring colby odonis,36,11,3,3,5,2,32,8,4,29,0,302,47,255,11.920529801324504,3.642384105960265,0.9933774834437086,0.9933774834437086,1.6556291390728477,0.6622516556291391,10.596026490066226,2.6490066225165565,1.3245033112582782,9.602649006622517,0.0,100.0,15.562913907284768,0
ML4404,i gotta feeling,the black eyed peas,64,13,14,51,7,15,46,10,42,50,0,334,77,257,19.161676646706585,3.8922155688622753,4.191616766467066,15.269461077844312,2.095808383233533,4.491017964071856,13.77245508982036,2.9940119760479043,12.574850299401197,14.970059880239521,0.0,100.0,23.05389221556886,0
ML4405,love story,taylor swift,27,13,6,9,6,9,18,7,4,7,0,180,40,140,15.0,7.222222222222222,3.3333333333333335,5.0,3.3333333333333335,5.0,10.0,3.888888888888889,2.2222222222222223,3.888888888888889,0.0,100.0,22.22222222222222,0
ML4406,right round,flo rida,26,11,12,19,3,10,17,4,10,17,0,301,37,264,8.637873754152825,3.654485049833887,3.9867109634551494,6.312292358803987,0.9966777408637874,3.3222591362126246,5.647840531561462,1.3289036544850499,3.3222591362126246,5.647840531561462,0.0,100.0,12.29235880398671,0
ML4407,im yours,jason mraz,15,18,7,18,4,1,8,5,1,2,0,176,33,143,8.522727272727273,10.227272727272727,3.977272727272727,10.227272727272727,2.272727272727273,0.5681818181818182,4.545454545454546,2.840909090909091,0.5681818181818182,1.1363636363636365,0.0,100.0,18.75,0
ML4408,single ladies put a ring on it,beyonce,16,11,10,6,9,12,7,11,3,9,0,301,27,274,5.3156146179401995,3.654485049833887,3.3222591362126246,1.9933554817275747,2.990033222591362,3.9867109634551494,2.3255813953488373,3.654485049833887,0.9966777408637874,2.990033222591362,0.0,100.0,8.970099667774086,0
ML4409,heartless,kanye west,8,24,5,4,4,5,3,17,1,3,0,220,32,188,3.6363636363636362,10.909090909090908,2.272727272727273,1.8181818181818181,1.8181818181818181,2.272727272727273,1.3636363636363635,7.7272727272727275,0.45454545454545453,1.3636363636363635,0.0,100.0,14.545454545454545,0
ML4411,you belong with me,taylor swift,12,7,2,5,0,1,10,4,5,9,0,177,19,158,6.779661016949152,3.9548022598870056,1.1299435028248588,2.824858757062147,0.0,0.5649717514124294,5.649717514124294,2.2598870056497176,2.824858757062147,5.084745762711864,0.0,100.0,10.734463276836157,0
ML4412,dead and gone,ti featuring justin timberlake,20,40,25,20,13,16,12,19,9,7,0,441,60,381,4.535147392290249,9.070294784580499,5.668934240362812,4.535147392290249,2.947845804988662,3.6281179138321997,2.7210884353741496,4.308390022675737,2.0408163265306123,1.5873015873015872,0.0,100.0,13.605442176870747,0
ML4413,you found me,the fray,17,24,9,6,4,6,17,14,1,17,0,118,41,77,14.40677966101695,20.338983050847457,7.627118644067797,5.084745762711864,3.389830508474576,5.084745762711864,14.40677966101695,11.864406779661017,0.847457627118644,14.40677966101695,0.0,100.0,34.74576271186441,0
ML4414,use somebody,kings of leon,4,1,0,3,0,1,3,0,2,5,0,76,5,71,5.2631578947368425,1.3157894736842106,0.0,3.9473684210526314,0.0,1.3157894736842106,3.9473684210526314,0.0,2.6315789473684212,6.578947368421052,0.0,100.0,6.578947368421052,0
ML4415,knock you down,keri hilson featuring kanye west and neyo,36,30,16,17,12,17,24,18,12,10,0,349,66,283,10.315186246418339,8.595988538681949,4.584527220630372,4.871060171919771,3.438395415472779,4.871060171919771,6.876790830945558,5.157593123209169,3.438395415472779,2.865329512893983,0.0,100.0,18.911174785100286,0
ML4416,blame it,jamie foxx featuring tpain,27,70,50,24,46,23,14,24,15,20,0,322,97,225,8.385093167701863,21.73913043478261,15.527950310559007,7.453416149068323,14.285714285714286,7.142857142857143,4.3478260869565215,7.453416149068323,4.658385093167702,6.211180124223603,0.0,100.0,30.124223602484474,0
ML4417,i know you want me calle ocho,pitbull,7,5,2,6,3,1,4,1,0,3,0,380,12,368,1.8421052631578947,1.3157894736842106,0.5263157894736842,1.5789473684210527,0.7894736842105263,0.2631578947368421,1.0526315789473684,0.2631578947368421,0.0,0.7894736842105263,0.0,100.0,3.1578947368421053,0
ML4418,live your life,ti featuring rihanna,88,20,13,23,7,13,24,13,10,23,0,529,108,421,16.6351606805293,3.780718336483932,2.4574669187145557,4.3478260869565215,1.3232514177693762,2.4574669187145557,4.536862003780718,2.4574669187145557,1.890359168241966,4.3478260869565215,0.0,100.0,20.415879017013232,0
ML4419,kiss me thru the phone,soulja boy tell em featuring sammie,39,15,2,25,5,12,37,13,24,2,0,300,54,246,13.0,5.0,0.6666666666666666,8.333333333333334,1.6666666666666667,4.0,12.333333333333334,4.333333333333333,8.0,0.6666666666666666,0.0,100.0,18.0,0
ML4420,down,jay sean featuring lil wayne,23,27,7,10,5,14,12,24,4,2,0,149,50,99,15.436241610738255,18.120805369127517,4.697986577181208,6.7114093959731544,3.3557046979865772,9.395973154362416,8.053691275167786,16.107382550335572,2.684563758389262,1.342281879194631,0.0,100.0,33.557046979865774,0
ML4421,the climb,miley cyrus,10,12,5,11,1,8,5,6,2,5,0,184,22,162,5.434782608695652,6.521739130434782,2.717391304347826,5.978260869565218,0.5434782608695652,4.3478260869565215,2.717391304347826,3.260869565217391,1.0869565217391304,2.717391304347826,0.0,100.0,11.956521739130435,0
ML4422,best i ever had,drake,28,17,10,12,4,6,16,7,7,19,0,418,45,373,6.698564593301436,4.0669856459330145,2.3923444976076556,2.8708133971291865,0.9569377990430622,1.4354066985645932,3.827751196172249,1.674641148325359,1.674641148325359,4.545454545454546,0.0,100.0,10.76555023923445,0
ML4423,my life would suck without you,kelly clarkson,8,11,1,1,0,1,2,0,2,6,0,127,19,108,6.299212598425197,8.661417322834646,0.7874015748031497,0.7874015748031497,0.0,0.7874015748031497,1.5748031496062993,0.0,1.5748031496062993,4.724409448818897,0.0,100.0,14.960629921259843,0
ML4424,halo,beyonce,18,10,1,13,0,9,16,3,8,13,0,237,28,209,7.594936708860759,4.219409282700422,0.4219409282700422,5.485232067510548,0.0,3.7974683544303796,6.751054852320675,1.2658227848101267,3.3755274261603376,5.485232067510548,0.0,100.0,11.814345991561181,0
ML4425,hot n cold,katy perry,12,27,14,9,5,10,11,6,10,6,0,205,39,166,5.853658536585366,13.170731707317072,6.829268292682927,4.390243902439025,2.4390243902439024,4.878048780487805,5.365853658536586,2.926829268292683,4.878048780487805,2.926829268292683,0.0,100.0,19.024390243902438,0
ML4426,second chance,shinedown,6,9,4,7,3,3,6,4,6,9,0,118,15,103,5.084745762711864,7.627118644067797,3.389830508474576,5.932203389830509,2.542372881355932,2.542372881355932,5.084745762711864,3.389830508474576,5.084745762711864,7.627118644067797,0.0,100.0,12.711864406779661,0
ML4427,circus,britney spears,19,12,9,10,0,4,12,3,12,18,0,219,31,188,8.67579908675799,5.47945205479452,4.109589041095891,4.566210045662101,0.0,1.82648401826484,5.47945205479452,1.36986301369863,5.47945205479452,8.219178082191782,0.0,100.0,14.155251141552512,0
ML4428,day n nite,kid cudi,10,17,13,8,12,18,8,14,4,7,0,192,27,165,5.208333333333333,8.854166666666666,6.770833333333333,4.166666666666667,6.25,9.375,4.166666666666667,7.291666666666667,2.0833333333333335,3.6458333333333335,0.0,100.0,14.0625,0
ML4429,party in the usa,miley cyrus,6,10,2,5,0,3,1,4,1,1,0,242,16,226,2.479338842975207,4.132231404958677,0.8264462809917356,2.0661157024793386,0.0,1.2396694214876034,0.4132231404958678,1.6528925619834711,0.4132231404958678,0.4132231404958678,0.0,100.0,6.6115702479338845,0
ML4430,dont trust me,3oh3,10,15,7,13,0,7,7,13,13,27,0,280,25,255,3.5714285714285716,5.357142857142857,2.5,4.642857142857143,0.0,2.5,2.5,4.642857142857143,4.642857142857143,9.642857142857142,0.0,100.0,8.928571428571429,0
ML4431,run this town,jayz featuring rihanna and kanye west,25,21,10,16,6,17,16,11,8,22,0,426,46,380,5.868544600938967,4.929577464788732,2.347417840375587,3.755868544600939,1.408450704225352,3.9906103286384975,3.755868544600939,2.5821596244131455,1.8779342723004695,5.164319248826291,0.0,100.0,10.7981220657277,0
ML4432,let it rock,kevin rudolf featuring lil wayne,30,14,10,18,11,11,9,11,2,16,0,228,44,184,13.157894736842104,6.140350877192983,4.385964912280702,7.894736842105263,4.824561403508772,4.824561403508772,3.9473684210526314,4.824561403508772,0.8771929824561403,7.017543859649122,0.0,100.0,19.29824561403509,0
ML4433,fire burning,sean kingston,39,15,5,9,2,43,30,10,9,31,0,338,54,284,11.538461538461538,4.437869822485207,1.4792899408284024,2.662721893491124,0.591715976331361,12.721893491124261,8.875739644970414,2.9585798816568047,2.662721893491124,9.171597633136095,0.0,100.0,15.976331360946746,0
ML4434,whatcha say,jason derulo,11,7,3,5,3,3,6,5,7,6,0,208,18,190,5.288461538461538,3.3653846153846154,1.4423076923076923,2.4038461538461537,1.4423076923076923,1.4423076923076923,2.8846153846153846,2.4038461538461537,3.3653846153846154,2.8846153846153846,0.0,100.0,8.653846153846153,0
ML4435,lovegame,lady gaga,58,24,2,8,8,12,48,17,4,2,0,293,82,211,19.795221843003414,8.19112627986348,0.6825938566552902,2.7303754266211606,2.7303754266211606,4.09556313993174,16.38225255972696,5.802047781569966,1.3651877133105803,0.6825938566552902,0.0,100.0,27.986348122866893,0
ML4436,waking up in vegas,katy perry,16,11,9,8,8,6,19,7,6,8,0,141,27,114,11.347517730496454,7.801418439716312,6.382978723404255,5.673758865248227,5.673758865248227,4.25531914893617,13.47517730496454,4.964539007092198,4.25531914893617,5.673758865248227,0.0,100.0,19.148936170212767,0
ML4437,birthday sex,jeremih,38,11,4,35,0,2,36,6,18,20,0,285,49,236,13.333333333333334,3.8596491228070176,1.4035087719298245,12.280701754385966,0.0,0.7017543859649122,12.631578947368421,2.1052631578947367,6.315789473684211,7.017543859649122,0.0,100.0,17.19298245614035,0
ML4438,sober,pink,19,14,5,19,2,12,17,13,14,18,0,165,33,132,11.515151515151516,8.484848484848484,3.0303030303030303,11.515151515151516,1.2121212121212122,7.2727272727272725,10.303030303030303,7.878787878787879,8.484848484848484,10.909090909090908,0.0,100.0,20.0,0
ML4439,womanizer,britney spears,9,22,9,4,11,9,6,11,3,4,0,279,31,248,3.225806451612903,7.885304659498208,3.225806451612903,1.4336917562724014,3.942652329749104,3.225806451612903,2.150537634408602,3.942652329749104,1.075268817204301,1.4336917562724014,0.0,100.0,11.11111111111111,0
ML4440,whatever you like,ti,21,21,6,15,8,7,16,11,6,8,0,354,42,312,5.932203389830509,5.932203389830509,1.694915254237288,4.237288135593221,2.2598870056497176,1.9774011299435028,4.519774011299435,3.1073446327683616,1.694915254237288,2.2598870056497176,0.0,100.0,11.864406779661017,0
ML4441,obsessed,mariah carey,20,25,13,11,15,9,11,13,5,13,0,314,45,269,6.369426751592357,7.961783439490445,4.140127388535032,3.5031847133757963,4.777070063694268,2.8662420382165603,3.5031847133757963,4.140127388535032,1.5923566878980893,4.140127388535032,0.0,100.0,14.331210191082803,0
ML4442,mad,neyo,16,35,22,7,14,27,15,29,1,5,0,235,51,184,6.808510638297872,14.893617021276595,9.361702127659575,2.978723404255319,5.957446808510638,11.48936170212766,6.382978723404255,12.340425531914894,0.425531914893617,2.127659574468085,0.0,100.0,21.70212765957447,0
ML4443,good girls go bad,cobra starship featuring leighton meester,32,31,21,29,22,20,32,19,33,33,0,225,63,162,14.222222222222221,13.777777777777779,9.333333333333334,12.88888888888889,9.777777777777779,8.88888888888889,14.222222222222221,8.444444444444445,14.666666666666666,14.666666666666666,0.0,100.0,28.0,0
ML4444,love lockdown,kanye west,38,17,7,8,10,15,36,13,6,13,0,229,55,174,16.593886462882097,7.423580786026201,3.056768558951965,3.493449781659389,4.366812227074236,6.550218340611353,15.720524017467248,5.676855895196507,2.6200873362445414,5.676855895196507,0.0,100.0,24.017467248908297,0
ML4445,so what,pink,30,13,7,17,3,9,13,8,6,14,0,269,43,226,11.152416356877323,4.83271375464684,2.6022304832713754,6.319702602230484,1.1152416356877324,3.345724907063197,4.83271375464684,2.973977695167286,2.2304832713754648,5.204460966542751,0.0,100.0,15.985130111524164,0
ML4446,hotel room service,pitbull,17,7,3,15,3,3,15,3,3,3,0,259,24,235,6.563706563706564,2.7027027027027026,1.1583011583011582,5.7915057915057915,1.1583011583011582,1.1583011583011582,5.7915057915057915,1.1583011583011582,1.1583011583011582,1.1583011583011582,0.0,100.0,9.266409266409266,0
ML4448,if i were a boy,beyonce,11,20,9,3,9,9,4,10,3,4,0,146,31,115,7.534246575342466,13.698630136986301,6.164383561643835,2.0547945205479454,6.164383561643835,6.164383561643835,2.73972602739726,6.8493150684931505,2.0547945205479454,2.73972602739726,0.0,100.0,21.232876712328768,0
ML4449,turnin me on,keri hilson featuring lil wayne,28,21,13,18,11,11,22,8,12,15,0,304,49,255,9.210526315789474,6.907894736842105,4.276315789473684,5.921052631578948,3.6184210526315788,3.6184210526315788,7.2368421052631575,2.6315789473684212,3.9473684210526314,4.934210526315789,0.0,100.0,16.11842105263158,0
ML4450,i hate this part,pussycat dolls,4,20,12,9,11,15,0,17,1,2,0,180,24,156,2.2222222222222223,11.11111111111111,6.666666666666667,5.0,6.111111111111111,8.333333333333334,0.0,9.444444444444445,0.5555555555555556,1.1111111111111112,0.0,100.0,13.333333333333334,0
ML4451,gotta be somebody,nickelback,7,7,7,2,7,7,5,7,1,3,0,215,14,201,3.255813953488372,3.255813953488372,3.255813953488372,0.9302325581395349,3.255813953488372,3.255813953488372,2.3255813953488373,3.255813953488372,0.46511627906976744,1.3953488372093024,0.0,100.0,6.511627906976744,0
ML4452,please dont leave me,pink,4,19,5,2,3,4,4,17,14,1,0,146,23,123,2.73972602739726,13.013698630136986,3.4246575342465753,1.36986301369863,2.0547945205479454,2.73972602739726,2.73972602739726,11.643835616438356,9.58904109589041,0.684931506849315,0.0,100.0,15.753424657534246,0
ML4453,paparazzi,lady gaga,34,19,11,6,14,10,27,10,2,13,0,145,53,92,23.448275862068964,13.10344827586207,7.586206896551724,4.137931034482759,9.655172413793103,6.896551724137931,18.620689655172413,6.896551724137931,1.3793103448275863,8.96551724137931,0.0,100.0,36.55172413793103,0
ML4454,beautiful,akon featuring colby odonis and kardinal offishall,64,63,28,7,24,27,55,49,9,12,0,349,127,222,18.33810888252149,18.05157593123209,8.022922636103152,2.005730659025788,6.876790830945558,7.736389684813753,15.759312320916905,14.040114613180515,2.5787965616045847,3.438395415472779,0.0,100.0,36.38968481375358,0
ML4455,viva la vida,coldplay,26,11,7,8,6,9,10,7,4,18,0,191,37,154,13.612565445026178,5.7591623036649215,3.6649214659685865,4.18848167539267,3.141361256544503,4.712041884816754,5.2356020942408374,3.6649214659685865,2.094240837696335,9.424083769633508,0.0,100.0,19.3717277486911,0
ML4456,right now na na na,akon,4,35,7,5,6,24,3,34,0,3,0,328,39,289,1.2195121951219512,10.670731707317072,2.1341463414634148,1.524390243902439,1.829268292682927,7.317073170731708,0.9146341463414634,10.365853658536585,0.0,0.9146341463414634,0.0,100.0,11.890243902439025,0
ML4457,battlefield,jordin sparks,33,52,10,7,1,58,15,14,7,19,0,271,85,186,12.177121771217712,19.18819188191882,3.690036900369004,2.5830258302583027,0.36900369003690037,21.40221402214022,5.535055350553505,5.166051660516605,2.5830258302583027,7.011070110701107,0.0,100.0,31.365313653136532,0
ML4458,sugar,flo rida featuring wynter gordon,75,17,8,31,7,11,41,8,30,29,0,386,92,294,19.430051813471504,4.404145077720207,2.0725388601036268,8.031088082901555,1.8134715025906736,2.849740932642487,10.621761658031089,2.0725388601036268,7.772020725388601,7.512953367875648,0.0,100.0,23.83419689119171,0
ML4459,miss independent,neyo,14,6,2,10,0,4,10,5,0,5,0,223,20,203,6.278026905829597,2.690582959641256,0.8968609865470852,4.484304932735426,0.0,1.7937219730941705,4.484304932735426,2.242152466367713,0.0,2.242152466367713,0.0,100.0,8.968609865470851,0
ML4460,fireflies,owl city,3,14,4,0,5,5,2,9,4,4,0,197,17,180,1.5228426395939085,7.106598984771574,2.030456852791878,0.0,2.5380710659898478,2.5380710659898478,1.015228426395939,4.568527918781726,2.030456852791878,2.030456852791878,0.0,100.0,8.629441624365482,0
ML4461,new divide,linkin park,17,19,10,3,4,10,5,13,3,11,0,126,36,90,13.492063492063492,15.079365079365079,7.936507936507937,2.380952380952381,3.1746031746031744,7.936507936507937,3.9682539682539684,10.317460317460318,2.380952380952381,8.73015873015873,0.0,100.0,28.571428571428573,0
ML4462,empire state of mind,jayz and alicia keys,28,20,8,18,8,14,18,8,9,19,0,402,48,354,6.965174129353234,4.975124378109452,1.9900497512437811,4.477611940298507,1.9900497512437811,3.482587064676617,4.477611940298507,1.9900497512437811,2.2388059701492535,4.72636815920398,0.0,100.0,11.940298507462687,0
ML4463,no surprise,daughtry,20,5,3,19,1,6,17,4,10,9,0,175,25,150,11.428571428571429,2.857142857142857,1.7142857142857142,10.857142857142858,0.5714285714285714,3.4285714285714284,9.714285714285714,2.2857142857142856,5.714285714285714,5.142857142857143,0.0,100.0,14.285714285714286,0
