,title,artist,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,unknown,total_number_of_words,emotional_impact_words,neutral_words,norm_positive,norm_negative,norm_anger,norm_anticipation,norm_disgust,norm_fear,norm_joy,norm_sadness,norm_surprise,norm_trust,norm_unknown,norm_total_number_of_words,norm_emotional_impact_words,norm_neutral_words
ML4464,she wolf,shakira,9,7,3,14,2,6,5,3,1,8,0,154,16,138,5.8441558441558445,4.545454545454546,1.948051948051948,9.090909090909092,1.2987012987012987,3.896103896103896,3.2467532467532467,1.948051948051948,0.6493506493506493,5.194805194805195,0.0,100.0,10.38961038961039,0
ML4465,break up,mario featuring gucci mane and sean garrett,51,47,15,10,10,42,45,36,36,39,0,371,98,273,13.746630727762803,12.668463611859838,4.0431266846361185,2.6954177897574123,2.6954177897574123,11.320754716981131,12.129380053908356,9.703504043126685,9.703504043126685,10.512129380053908,0.0,100.0,26.41509433962264,0
ML4466,sweet dreams,beyonce,35,26,8,20,6,21,32,16,16,20,0,234,61,173,14.957264957264957,11.11111111111111,3.4188034188034186,8.547008547008547,2.5641025641025643,8.974358974358974,13.675213675213675,6.837606837606837,6.837606837606837,8.547008547008547,0.0,100.0,26.068376068376068,0
ML4467,every girl,young money,23,19,10,12,8,10,16,7,7,11,0,523,42,481,4.397705544933078,3.632887189292543,1.9120458891013383,2.294455066921606,1.5296367112810707,1.9120458891013383,3.0592734225621414,1.338432122370937,1.338432122370937,2.1032504780114722,0.0,100.0,8.030592734225621,0
ML4468,fallin for you,colbie caillat,8,4,2,6,2,6,6,2,2,6,0,166,12,154,4.819277108433735,2.4096385542168677,1.2048192771084338,3.6144578313253013,1.2048192771084338,3.6144578313253013,3.6144578313253013,1.2048192771084338,1.2048192771084338,3.6144578313253013,0.0,100.0,7.228915662650603,0
ML4469,untouched,the veronicas,3,29,9,8,5,12,0,15,1,0,0,252,32,220,1.1904761904761905,11.507936507936508,3.5714285714285716,3.1746031746031744,1.9841269841269842,4.761904761904762,0.0,5.9523809523809526,0.3968253968253968,0.0,0.0,100.0,12.698412698412698,0
ML4470,if today was your last day,nickelback,17,18,7,9,4,8,10,12,8,10,0,203,35,168,8.374384236453203,8.866995073891626,3.4482758620689653,4.433497536945813,1.9704433497536946,3.9408866995073892,4.926108374384237,5.911330049261084,3.9408866995073892,4.926108374384237,0.0,100.0,17.24137931034483,0
ML4471,throw it in the bag,fabolous featuring thedream,10,9,1,4,4,4,5,6,1,7,0,354,19,335,2.824858757062147,2.542372881355932,0.2824858757062147,1.1299435028248588,1.1299435028248588,1.1299435028248588,1.4124293785310735,1.694915254237288,0.2824858757062147,1.9774011299435028,0.0,100.0,5.367231638418079,0
ML4472,love drunk,boys like girls,22,24,16,9,10,16,20,18,4,4,0,189,46,143,11.640211640211641,12.698412698412698,8.465608465608465,4.761904761904762,5.291005291005291,8.465608465608465,10.582010582010582,9.523809523809524,2.1164021164021163,2.1164021164021163,0.0,100.0,24.33862433862434,0
ML4473,i love college,asher roth,40,22,11,10,4,9,30,9,7,16,0,310,62,248,12.903225806451612,7.096774193548387,3.5483870967741935,3.225806451612903,1.2903225806451613,2.903225806451613,9.67741935483871,2.903225806451613,2.2580645161290325,5.161290322580645,0.0,100.0,20.0,0
ML4474,if u seek amy,britney spears,15,31,13,9,21,15,15,15,0,0,0,306,46,260,4.901960784313726,10.130718954248366,4.248366013071895,2.9411764705882355,6.862745098039215,4.901960784313726,4.901960784313726,4.901960784313726,0.0,0.0,0.0,100.0,15.032679738562091,0
ML4475,big green tractor,jason aldean,16,5,4,7,4,6,13,4,2,12,0,163,21,142,9.815950920245399,3.067484662576687,2.4539877300613497,4.294478527607362,2.4539877300613497,3.6809815950920246,7.975460122699387,2.4539877300613497,1.2269938650306749,7.361963190184049,0.0,100.0,12.883435582822086,0
ML4476,white horse,taylor swift,15,17,2,8,1,2,8,8,6,12,0,134,32,102,11.194029850746269,12.686567164179104,1.492537313432836,5.970149253731344,0.746268656716418,1.492537313432836,5.970149253731344,5.970149253731344,4.477611940298507,8.955223880597014,0.0,100.0,23.880597014925375,0
ML4477,disturbia,rihanna,3,91,12,6,80,15,0,82,5,0,0,300,94,206,1.0,30.333333333333332,4.0,2.0,26.666666666666668,5.0,0.0,27.333333333333332,1.6666666666666667,0.0,0.0,100.0,31.333333333333332,0
ML4478,21 guns,green day,9,20,15,3,3,19,2,6,2,2,0,134,29,105,6.7164179104477615,14.925373134328359,11.194029850746269,2.2388059701492535,2.2388059701492535,14.17910447761194,1.492537313432836,4.477611940298507,1.492537313432836,1.492537313432836,0.0,100.0,21.64179104477612,0
ML4479,turn my swag on,soulja boy tell em,13,10,8,14,8,1,7,1,7,10,0,192,23,169,6.770833333333333,5.208333333333333,4.166666666666667,7.291666666666667,4.166666666666667,0.5208333333333334,3.6458333333333335,0.5208333333333334,3.6458333333333335,5.208333333333333,0.0,100.0,11.979166666666666,0
ML4481,chicken fried,zac brown band,37,8,0,15,0,6,30,5,5,9,0,191,45,146,19.3717277486911,4.18848167539267,0.0,7.853403141361256,0.0,3.141361256544503,15.706806282722512,2.6178010471204187,2.6178010471204187,4.712041884816754,0.0,100.0,23.56020942408377,0
ML4482,diva,beyonce,20,30,9,7,5,5,5,5,6,7,0,340,50,290,5.882352941176471,8.823529411764707,2.6470588235294117,2.0588235294117645,1.4705882352941178,1.4705882352941178,1.4705882352941178,1.4705882352941178,1.7647058823529411,2.0588235294117645,0.0,100.0,14.705882352941176,0
ML4483,replay,iyaz,13,4,2,6,0,6,10,4,1,10,0,297,17,280,4.377104377104377,1.3468013468013469,0.6734006734006734,2.0202020202020203,0.0,2.0202020202020203,3.367003367003367,1.3468013468013469,0.3367003367003367,3.367003367003367,0.0,100.0,5.723905723905724,0
ML4484,then,brad paisley,5,1,1,7,2,1,3,2,2,0,0,132,6,126,3.787878787878788,0.7575757575757576,0.7575757575757576,5.303030303030303,1.5151515151515151,0.7575757575757576,2.272727272727273,1.5151515151515151,1.5151515151515151,0.0,0.0,100.0,4.545454545454546,0
ML4485,her diamonds,rob thomas,0,16,5,2,2,4,0,15,3,4,0,206,16,190,0.0,7.766990291262136,2.4271844660194173,0.970873786407767,0.970873786407767,1.941747572815534,0.0,7.281553398058253,1.4563106796116505,1.941747572815534,0.0,100.0,7.766990291262136,0
ML4486,how do you sleep,jesse mccartney featuring ludacris,20,24,15,18,6,16,16,17,7,18,0,194,44,150,10.309278350515465,12.371134020618557,7.731958762886598,9.278350515463918,3.0927835051546393,8.24742268041237,8.24742268041237,8.762886597938145,3.6082474226804124,9.278350515463918,0.0,100.0,22.68041237113402,0
ML4487,3,britney spears,19,3,2,2,2,3,9,2,0,2,0,190,22,168,10.0,1.5789473684210527,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.5789473684210527,4.7368421052631575,1.0526315789473684,0.0,1.0526315789473684,0.0,100.0,11.578947368421053,0
ML4488,forever,drake featuring kanye west lil wayne and eminem,41,41,33,26,30,18,12,10,11,24,0,582,82,500,7.0446735395189,7.0446735395189,5.670103092783505,4.4673539518900345,5.154639175257732,3.0927835051546393,2.0618556701030926,1.7182130584192439,1.8900343642611683,4.123711340206185,0.0,100.0,14.0893470790378,0
ML4489,one time,justin bieber,30,7,7,28,3,7,29,3,0,1,0,271,37,234,11.07011070110701,2.5830258302583027,2.5830258302583027,10.33210332103321,1.1070110701107012,2.5830258302583027,10.70110701107011,1.1070110701107012,0.0,0.36900369003690037,0.0,100.0,13.653136531365314,0
ML4490,i run to you,lady antebellum,9,9,6,7,5,5,7,7,3,2,0,108,18,90,8.333333333333334,8.333333333333334,5.555555555555555,6.481481481481482,4.62962962962963,4.62962962962963,6.481481481481482,6.481481481481482,2.7777777777777777,1.8518518518518519,0.0,100.0,16.666666666666668,0
ML4491,i do not hook up,kelly clarkson,8,23,9,6,7,12,7,12,2,4,0,158,31,127,5.063291139240507,14.556962025316455,5.69620253164557,3.7974683544303796,4.430379746835443,7.594936708860759,4.430379746835443,7.594936708860759,1.2658227848101267,2.5316455696202533,0.0,100.0,19.620253164556964,0
ML4492,green light,john legend featuring andre 3000,31,12,3,33,5,7,25,7,5,20,0,347,43,304,8.93371757925072,3.4582132564841497,0.8645533141210374,9.510086455331413,1.440922190201729,2.0172910662824206,7.204610951008646,2.0172910662824206,1.440922190201729,5.763688760806916,0.0,100.0,12.39193083573487,0
ML4493,people are crazy,billy currington,19,14,7,13,6,13,18,8,10,11,0,128,33,95,14.84375,10.9375,5.46875,10.15625,4.6875,10.15625,14.0625,6.25,7.8125,8.59375,0.0,100.0,25.78125,0
ML4494,whatever it is,zac brown band,12,4,4,7,1,1,10,1,2,5,0,165,16,149,7.2727272727272725,2.4242424242424243,2.4242424242424243,4.242424242424242,0.6060606060606061,0.6060606060606061,6.0606060606060606,0.6060606060606061,1.2121212121212122,3.0303030303030303,0.0,100.0,9.696969696969697,0
ML4495,already gone,kelly clarkson,6,8,2,3,1,5,6,6,1,2,0,185,14,171,3.2432432432432434,4.324324324324325,1.0810810810810811,1.6216216216216217,0.5405405405405406,2.7027027027027026,3.2432432432432434,3.2432432432432434,0.5405405405405406,1.0810810810810811,0.0,100.0,7.5675675675675675,0
ML4496,goodbye,kristinia debarge,6,9,4,2,3,7,2,8,0,3,0,223,15,208,2.690582959641256,4.0358744394618835,1.7937219730941705,0.8968609865470852,1.345291479820628,3.1390134529147984,0.8968609865470852,3.587443946188341,0.0,1.345291479820628,0.0,100.0,6.726457399103139,0
ML4497,say hey i love you,michael franti  spearhead featuring cherine anderson,41,9,6,2,6,8,41,6,5,7,0,281,50,231,14.590747330960854,3.202846975088968,2.1352313167259784,0.7117437722419929,2.1352313167259784,2.8469750889679717,14.590747330960854,2.1352313167259784,1.7793594306049823,2.491103202846975,0.0,100.0,17.793594306049823,0
ML4498,pop champagne,jim jones featuring ron browz and juelz santana,29,43,12,5,13,20,26,17,18,27,0,373,72,301,7.774798927613941,11.528150134048257,3.2171581769436997,1.3404825737265416,3.485254691689008,5.361930294906166,6.970509383378016,4.557640750670242,4.825737265415549,7.238605898123325,0.0,100.0,19.302949061662197,0
ML4499,pretty wings,maxwell,42,9,3,36,5,5,40,7,5,36,0,167,51,116,25.149700598802394,5.389221556886228,1.7964071856287425,21.55688622754491,2.9940119760479043,2.9940119760479043,23.952095808383234,4.191616766467066,2.9940119760479043,21.55688622754491,0.0,100.0,30.538922155688624,0
ML4500,never say never,the fray,9,4,1,7,2,1,3,4,2,4,0,125,13,112,7.2,3.2,0.8,5.6,1.6,0.8,2.4,3.2,1.6,3.2,0.0,100.0,10.4,0
ML4501,tik tok,keha,8,26,15,10,3,9,4,3,12,5,0,245,34,211,3.2653061224489797,10.612244897959183,6.122448979591836,4.081632653061225,1.2244897959183674,3.673469387755102,1.6326530612244898,1.2244897959183674,4.8979591836734695,2.0408163265306123,0.0,100.0,13.877551020408163,0
ML4502,need you now,lady antebellum,2,7,5,1,0,5,2,6,1,1,0,92,9,83,2.1739130434782608,7.608695652173913,5.434782608695652,1.0869565217391304,0.0,5.434782608695652,2.1739130434782608,6.521739130434782,1.0869565217391304,1.0869565217391304,0.0,100.0,9.782608695652174,0
ML4503,hey soul sister,train,11,10,2,5,4,6,4,5,2,5,0,179,21,158,6.145251396648045,5.58659217877095,1.1173184357541899,2.793296089385475,2.2346368715083798,3.35195530726257,2.2346368715083798,2.793296089385475,1.1173184357541899,2.793296089385475,0.0,100.0,11.731843575418994,0
ML4504,california gurls,katy perry featuring snoop dogg,22,13,8,8,5,5,10,2,8,5,0,268,35,233,8.208955223880597,4.850746268656716,2.985074626865672,2.985074626865672,1.8656716417910448,1.8656716417910448,3.7313432835820897,0.746268656716418,2.985074626865672,1.8656716417910448,0.0,100.0,13.059701492537313,0
ML4505,omg,usher featuring william,41,8,4,3,3,1,33,4,9,10,0,312,49,263,13.14102564102564,2.5641025641025643,1.2820512820512822,0.9615384615384616,0.9615384615384616,0.32051282051282054,10.576923076923077,1.2820512820512822,2.8846153846153846,3.2051282051282053,0.0,100.0,15.705128205128204,0
ML4506,airplanes,bob featuring hayley williams,9,16,10,2,5,6,1,7,1,4,0,261,25,236,3.4482758620689653,6.130268199233717,3.8314176245210727,0.7662835249042146,1.9157088122605364,2.2988505747126435,0.3831417624521073,2.681992337164751,0.3831417624521073,1.5325670498084292,0.0,100.0,9.578544061302683,0
ML4507,love the way you lie,eminem featuring rihanna,29,53,33,13,22,28,22,37,9,6,0,386,82,304,7.512953367875648,13.73056994818653,8.549222797927461,3.3678756476683938,5.699481865284974,7.253886010362694,5.699481865284974,9.585492227979275,2.33160621761658,1.5544041450777202,0.0,100.0,21.243523316062177,0
ML4508,bad romance,lady gaga,41,56,47,27,39,64,41,56,20,21,0,305,97,208,13.442622950819672,18.360655737704917,15.40983606557377,8.852459016393443,12.78688524590164,20.983606557377048,13.442622950819672,18.360655737704917,6.557377049180328,6.885245901639344,0.0,100.0,31.80327868852459,0
ML4509,dynamite,taio cruz,8,4,1,4,0,3,4,3,0,5,0,206,12,194,3.883495145631068,1.941747572815534,0.4854368932038835,1.941747572815534,0.0,1.4563106796116505,1.941747572815534,1.4563106796116505,0.0,2.4271844660194173,0.0,100.0,5.825242718446602,0
ML4510,break your heart,taio cruz featuring ludacris,9,15,7,5,5,10,6,13,55,4,0,272,24,248,3.3088235294117645,5.514705882352941,2.573529411764706,1.838235294117647,1.838235294117647,3.676470588235294,2.2058823529411766,4.779411764705882,20.220588235294116,1.4705882352941178,0.0,100.0,8.823529411764707,0
ML4511,nothin on you,bob featuring bruno mars,25,25,9,15,7,14,23,17,2,9,0,334,50,284,7.485029940119761,7.485029940119761,2.694610778443114,4.491017964071856,2.095808383233533,4.191616766467066,6.88622754491018,5.089820359281437,0.5988023952095808,2.694610778443114,0.0,100.0,14.970059880239521,0
ML4512,i like it,enrique iglesias featuring pitbull,21,13,9,16,8,12,21,2,9,6,0,300,34,266,7.0,4.333333333333333,3.0,5.333333333333333,2.6666666666666665,4.0,7.0,0.6666666666666666,3.0,2.0,0.0,100.0,11.333333333333334,0
ML4513,bedrock,young money featuring lloyd,64,25,15,22,8,25,38,20,18,19,0,489,89,400,13.087934560327199,5.112474437627812,3.067484662576687,4.4989775051124745,1.6359918200408998,5.112474437627812,7.770961145194274,4.08997955010225,3.6809815950920246,3.885480572597137,0.0,100.0,18.20040899795501,0
ML4514,in my head,"jason der""ulo",17,16,12,0,11,12,9,10,5,9,0,176,33,143,9.659090909090908,9.090909090909092,6.818181818181818,0.0,6.25,6.818181818181818,5.113636363636363,5.681818181818182,2.840909090909091,5.113636363636363,0.0,100.0,18.75,0
ML4515,rude boy,rihanna,61,38,2,2,35,4,58,3,1,1,0,341,99,242,17.88856304985337,11.143695014662757,0.5865102639296188,0.5865102639296188,10.263929618768328,1.1730205278592376,17.008797653958943,0.8797653958944281,0.2932551319648094,0.2932551319648094,0.0,100.0,29.032258064516128,0
ML4516,telephone,lady gaga featuring beyonce,11,17,5,6,6,11,8,14,3,9,0,378,28,350,2.9100529100529102,4.497354497354498,1.3227513227513228,1.5873015873015872,1.5873015873015872,2.9100529100529102,2.1164021164021163,3.7037037037037037,0.7936507936507936,2.380952380952381,0.0,100.0,7.407407407407407,0
ML4517,teenage dream,katy perry,15,8,1,4,1,4,13,7,7,9,0,217,23,194,6.912442396313364,3.686635944700461,0.4608294930875576,1.8433179723502304,0.4608294930875576,1.8433179723502304,5.990783410138249,3.225806451612903,3.225806451612903,4.147465437788019,0.0,100.0,10.599078341013826,0
ML4518,just the way you are,bruno mars,11,5,2,6,2,6,11,3,7,5,0,146,16,130,7.534246575342466,3.4246575342465753,1.36986301369863,4.109589041095891,1.36986301369863,4.109589041095891,7.534246575342466,2.0547945205479454,4.794520547945205,3.4246575342465753,0.0,100.0,10.95890410958904,0
ML4519,cooler than me,mike posner,10,13,1,8,1,5,7,5,6,11,0,224,23,201,4.464285714285714,5.803571428571429,0.44642857142857145,3.5714285714285716,0.44642857142857145,2.232142857142857,3.125,2.232142857142857,2.6785714285714284,4.910714285714286,0.0,100.0,10.267857142857142,0
ML4520,imma be,the black eyed peas,33,10,5,16,6,4,19,6,13,25,0,358,43,315,9.217877094972067,2.793296089385475,1.3966480446927374,4.4692737430167595,1.675977653631285,1.1173184357541899,5.307262569832402,1.675977653631285,3.631284916201117,6.983240223463687,0.0,100.0,12.011173184357542,0
ML4521,empire state of mind,jayz and alicia keys,28,20,8,18,8,14,18,8,9,19,0,402,48,354,6.965174129353234,4.975124378109452,1.9900497512437811,4.477611940298507,1.9900497512437811,3.482587064676617,4.477611940298507,1.9900497512437811,2.2388059701492535,4.72636815920398,0.0,100.0,11.940298507462687,0
ML4522,dj got us fallin in love,usher featuring pitbull,39,6,4,4,4,6,36,6,3,14,0,252,45,207,15.476190476190476,2.380952380952381,1.5873015873015872,1.5873015873015872,1.5873015873015872,2.380952380952381,14.285714285714286,2.380952380952381,1.1904761904761905,5.555555555555555,0.0,100.0,17.857142857142858,0
ML4523,billionaire,travie mccoy featuring bruno mars,24,22,10,14,9,13,11,13,3,11,0,252,46,206,9.523809523809524,8.73015873015873,3.9682539682539684,5.555555555555555,3.5714285714285716,5.158730158730159,4.365079365079365,5.158730158730159,1.1904761904761905,4.365079365079365,0.0,100.0,18.253968253968253,0
ML4524,not afraid,eminem,18,42,22,8,15,25,11,15,5,15,0,445,60,385,4.044943820224719,9.438202247191011,4.943820224719101,1.797752808988764,3.3707865168539324,5.617977528089888,2.4719101123595504,3.3707865168539324,1.1235955056179776,3.3707865168539324,0.0,100.0,13.48314606741573,0
ML4525,replay,iyaz,13,4,2,6,0,6,10,4,1,10,0,297,17,280,4.377104377104377,1.3468013468013469,0.6734006734006734,2.0202020202020203,0.0,2.0202020202020203,3.367003367003367,1.3468013468013469,0.3367003367003367,3.367003367003367,0.0,100.0,5.723905723905724,0
ML4526,sexy bitch,david guetta featuring akon,2,43,37,2,33,24,0,26,0,0,0,198,45,153,1.0101010101010102,21.717171717171716,18.68686868686869,1.0101010101010102,16.666666666666668,12.121212121212121,0.0,13.131313131313131,0.0,0.0,0.0,100.0,22.727272727272727,0
ML4527,breakeven,the script,15,16,3,8,5,6,11,13,9,8,0,206,31,175,7.281553398058253,7.766990291262136,1.4563106796116505,3.883495145631068,2.4271844660194173,2.912621359223301,5.339805825242719,6.310679611650485,4.368932038834951,3.883495145631068,0.0,100.0,15.048543689320388,0
ML4528,your love is my drug,keha,55,11,1,5,4,3,53,6,2,5,0,185,66,119,29.72972972972973,5.945945945945946,0.5405405405405406,2.7027027027027026,2.1621621621621623,1.6216216216216217,28.64864864864865,3.2432432432432434,1.0810810810810811,2.7027027027027026,0.0,100.0,35.67567567567568,0
ML4529,i gotta feeling,the black eyed peas,64,13,14,51,7,15,46,10,42,50,0,334,77,257,19.161676646706585,3.8922155688622753,4.191616766467066,15.269461077844312,2.095808383233533,4.491017964071856,13.77245508982036,2.9940119760479043,12.574850299401197,14.970059880239521,0.0,100.0,23.05389221556886,0
ML4530,fireflies,owl city,3,14,4,0,5,5,2,9,4,4,0,197,17,180,1.5228426395939085,7.106598984771574,2.030456852791878,0.0,2.5380710659898478,2.5380710659898478,1.015228426395939,4.568527918781726,2.030456852791878,2.030456852791878,0.0,100.0,8.629441624365482,0
ML4531,say aah,trey songz featuring fabolous,20,21,9,10,4,2,15,4,15,12,0,420,41,379,4.761904761904762,5.0,2.142857142857143,2.380952380952381,0.9523809523809523,0.47619047619047616,3.5714285714285716,0.9523809523809523,3.5714285714285716,2.857142857142857,0.0,100.0,9.761904761904763,0
